PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
45;-545.38;-549.69;-554.79;-551.89;-541.88;-540.1;-547.87;-549.37;-551.79;-555.5;-540.44;-543.23;-552.04;-552.04;-564.43;-564.35;-552.12;-550.5;-556.3;-554.17;-551.25;-560.64;-498.16;-554.34;-546.37;-549.89;-550.85;-563.83;-502.73;-553.31;-534.93;-527.67;-541.11;-559.59;-509.48;-538.4;-528.18;-513.99;-535.1;-550.21;-512.44;-522.83;-546.37;-549.89;-550.85;-563.83;-502.73;-553.31;-544.24;-546.07;-552.09;-502.61;-544.42;-534.03;-533.37;-553.23;-560.41;-565.95;-542.05;-560.49;
46;-543.79;-549.19;-554.96;-550.97;-541.47;-539.18;-546.53;-548.62;-551.66;-555;-539.98;-542.57;-550.48;-551.5;-564.39;-563.72;-551.83;-549.75;-554.29;-553.84;-550.92;-559.89;-496.54;-553.76;-544.83;-549.47;-550.48;-563.41;-501.27;-552.77;-532.72;-527.17;-540.77;-559.05;-508.44;-537.85;-526.3;-513.15;-534.6;-549.37;-511.65;-522;-544.83;-549.47;-550.48;-563.41;-501.27;-552.77;-542.48;-545.74;-552.05;-501.45;-544.13;-532.79;-531.24;-552.32;-561.24;-565.66;-541.84;-560.2;
47;-542.96;-548.44;-555;-550.06;-540.8;-538.31;-545.99;-547.7;-551.33;-554.5;-539.19;-541.77;-549.56;-550.7;-564.31;-562.97;-551.54;-548.99;-553.42;-553.51;-550.54;-559.18;-493.99;-553.09;-543.91;-548.85;-550.23;-562.87;-498.98;-552.23;-531.22;-526.67;-540.36;-558.51;-506.98;-537.23;-524.96;-512.49;-534.06;-548.87;-510.48;-521.12;-543.91;-548.85;-550.23;-562.87;-498.98;-552.23;-541.23;-545.45;-551.76;-500.49;-543.76;-531.79;-529.78;-552.73;-561.03;-565.12;-541.59;-559.74;
48;-542.37;-547.36;-554.67;-549.02;-540.31;-537.28;-545.78;-546.2;-550.75;-553.42;-538.6;-540.56;-549.13;-549.54;-564.18;-561.72;-551.16;-547.91;-552.83;-552.96;-550.08;-558.14;-492.32;-552;-542.83;-547.72;-549.56;-561.74;-497.43;-551.44;-529.72;-525.8;-539.65;-557.59;-506.11;-536.44;-523.63;-511.48;-533.18;-548.08;-509.61;-520;-542.83;-547.72;-549.56;-561.74;-497.43;-551.44;-540.23;-544.79;-551.39;-499;-543.46;-530.55;-528.36;-551.48;-561.16;-563.53;-541.17;-559.45;
49;-542.45;-546.49;-554.5;-547.99;-539.43;-536.44;-545.66;-545.24;-550;-552.5;-537.81;-539.52;-548.8;-548.79;-563.97;-560.88;-550.75;-546.91;-552.71;-552.55;-549.58;-557.39;-490.19;-551.34;-542.16;-546.89;-548.97;-560.99;-495.14;-550.68;-528.8;-525.17;-539.06;-556.84;-504.52;-535.81;-522.79;-510.44;-532.81;-547.49;-508.44;-519.25;-542.16;-546.89;-548.97;-560.99;-495.14;-550.68;-539.73;-544.33;-550.97;-497.92;-542.92;-530.01;-527.44;-550.73;-560.57;-563.28;-540.8;-559.03;
50;-542.58;-545.29;-553.71;-547.45;-538.89;-535.37;-545.45;-544.11;-548.28;-552.25;-537.43;-538.1;-548.59;-547.7;-563.51;-560.26;-550.45;-545.66;-552.54;-551.63;-548.54;-557.14;-488.9;-550.54;-541.95;-545.88;-547.97;-560.66;-493.63;-549.47;-527.72;-524.13;-538.23;-556.67;-503.52;-534.56;-521.79;-509.02;-531.89;-547.49;-507.48;-518.33;-541.95;-545.88;-547.97;-560.66;-493.63;-549.47;-539.27;-543.67;-550.14;-496.67;-542.5;-529.63;-526.4;-549.98;-559.66;-563.41;-540.47;-559.7;
51;-542.12;-544.62;-553.3;-547.28;-537.94;-534.49;-545.03;-543.74;-547.28;-552.08;-536.56;-537.02;-548.34;-547.16;-562.93;-560.13;-550.04;-544.66;-552.17;-551;-547.83;-557.47;-486.77;-549.79;-541.62;-545.43;-547.26;-560.87;-491.3;-548.68;-526.76;-523.46;-537.48;-556.79;-501.98;-533.77;-521.17;-508.36;-531.55;-547.79;-506.14;-517.66;-541.62;-545.43;-547.26;-560.87;-491.3;-548.68;-538.73;-543.33;-549.39;-496.3;-542.09;-529.26;-525.61;-549.02;-559.66;-563.74;-540.1;-559.95;
52;-542.33;-544.42;-552.51;-547.24;-537.48;-533.66;-543.99;-543.65;-546.53;-551.92;-536.06;-535.81;-547.83;-546.49;-562.14;-559.97;-549.62;-543.32;-551.41;-550.46;-546.74;-557.6;-485.23;-549;-541.24;-545.13;-546.18;-561.03;-489.92;-547.55;-525.46;-523.04;-536.81;-556.88;-500.81;-532.43;-520.33;-507.85;-530.85;-547.74;-505.31;-516.66;-541.24;-545.13;-546.18;-561.03;-489.92;-547.55;-538.14;-543.42;-548.81;-495.47;-541.8;-528.39;-524.4;-548.9;-558.41;-564.91;-539.76;-559.36;
53;-542.25;-544.54;-552.34;-546.82;-536.53;-532.67;-543.11;-543.44;-546.49;-551.79;-535.18;-535.18;-547.03;-546.16;-561.8;-559.76;-549.12;-542.32;-550.58;-550.46;-546.24;-557.39;-482.64;-548.58;-540.87;-545.18;-545.51;-560.99;-487.41;-547.05;-524.34;-523.04;-536.06;-556.88;-499.35;-531.89;-519.87;-507.44;-530.34;-547.58;-503.93;-515.78;-540.87;-545.18;-545.51;-560.99;-487.41;-547.05;-537.35;-543.58;-548.15;-494.85;-541.21;-527.56;-523.31;-549.02;-557.7;-564.66;-539.22;-559.41;
54;-541.2;-544.46;-552.14;-545.87;-535.82;-531.42;-542.15;-543.19;-547.03;-551.58;-534.43;-534.43;-546.27;-545.62;-561.55;-559.01;-548.79;-541.07;-549.7;-550.29;-545.66;-556.93;-480.89;-547.79;-540.74;-545.13;-544.72;-560.66;-485.83;-546.26;-523;-522.88;-535.27;-556.54;-498.22;-531.18;-519.33;-507.02;-529.72;-547.2;-503.01;-514.82;-540.74;-545.13;-544.72;-560.66;-485.83;-546.26;-536.35;-543.71;-547.65;-493.77;-540.79;-526.35;-522.23;-550.15;-557.99;-564.58;-538.85;-558.61;
55;-540.7;-544.29;-551.89;-545.12;-534.87;-530.63;-541.15;-542.9;-547.12;-551.12;-533.51;-533.97;-545.73;-545.11;-561.39;-558.46;-548.12;-540.4;-549.16;-550.25;-545.08;-556.39;-478.09;-547.41;-540.53;-545.18;-544.22;-560.16;-483.32;-546.14;-522.17;-522.63;-534.85;-555.92;-496.76;-530.8;-518.91;-506.64;-529.3;-546.66;-501.68;-514.2;-540.53;-545.18;-544.22;-560.16;-483.32;-546.14;-535.81;-543.71;-547.36;-492.77;-540.25;-525.4;-521.48;-549.4;-557.36;-564.24;-538.31;-557.49;
56;-540.12;-543.88;-551.8;-543.88;-534.2;-529.8;-540.48;-542.11;-546.87;-549.91;-533.05;-533.22;-545.31;-544.61;-561.13;-557.25;-547.7;-539.23;-548.83;-550.04;-544.41;-555.34;-476.21;-546.91;-540.53;-544.8;-543.46;-559.2;-481.61;-545.68;-521.33;-522.13;-534.14;-554.96;-495.59;-530.34;-518.62;-505.77;-528.59;-545.95;-500.8;-513.2;-540.53;-544.8;-543.46;-559.2;-481.61;-545.68;-535.43;-543.58;-546.82;-491.28;-539.92;-524.36;-520.48;-549.27;-557.78;-563.49;-537.85;-557.78;
57;-540.12;-543.42;-551.68;-543;-533.33;-529.06;-540.32;-541.15;-546.53;-549.24;-532.51;-532.63;-545.39;-544.03;-560.93;-556.38;-547.24;-538.52;-548.95;-549.79;-543.91;-554.47;-473.42;-546.54;-540.61;-544.55;-542.75;-558.61;-479.07;-545.3;-520.96;-521.79;-533.68;-554.25;-494.34;-530.05;-518.49;-505.35;-528.3;-545.2;-499.72;-512.61;-540.61;-544.55;-542.75;-558.61;-479.07;-545.3;-535.43;-543.25;-546.45;-490.2;-539.25;-523.41;-520.14;-548.35;-556.45;-561.41;-537.31;-557.61;
58;-540.16;-542.46;-551.39;-541.8;-532.71;-527.98;-540.32;-539.56;-545.78;-548.7;-531.84;-531.59;-545.68;-542.86;-560.55;-555.42;-546.7;-537.35;-549.29;-549.37;-543.36;-553.59;-471.41;-545.87;-540.82;-543.55;-542.05;-558.15;-477.44;-544.8;-520.62;-520.83;-532.93;-553.33;-493.38;-529.39;-518.41;-504.56;-527.51;-544.07;-498.8;-511.94;-540.82;-543.55;-542.05;-558.15;-477.44;-544.8;-535.85;-542.79;-545.87;-488.62;-538.83;-522.16;-519.85;-548.65;-555.99;-561.7;-537.02;-556.9;
59;-540.33;-541.47;-551.22;-540.97;-531.59;-526.9;-540.32;-538.39;-545.2;-548.41;-530.67;-530.51;-545.77;-542.11;-560.3;-554.84;-546.03;-536.48;-549.41;-548.91;-542.74;-552.92;-467.91;-545.2;-540.91;-542.75;-541.25;-557.9;-474.94;-544.17;-520.5;-520.12;-532.22;-552.87;-491.96;-528.68;-518.29;-503.47;-527.01;-543.28;-497.34;-511.19;-540.91;-542.75;-541.25;-557.9;-474.94;-544.17;-536.1;-542.21;-545.33;-487.58;-538.12;-521.04;-519.6;-547.65;-556.53;-560.07;-536.4;-556.03;
60;-540.12;-540.22;-550.52;-539.85;-530.88;-525.65;-540.11;-536.97;-543.69;-547.53;-529.96;-529.09;-545.81;-540.86;-559.47;-553.92;-545.57;-535.14;-549.5;-548.12;-541.99;-551.92;-465.78;-544.03;-540.99;-541.63;-540.13;-557.32;-473.52;-543.13;-520.04;-518.96;-530.97;-551.87;-491;-527.55;-518.37;-501.85;-526.59;-542.15;-496.51;-510.36;-540.99;-541.63;-540.13;-557.32;-473.52;-543.13;-536.52;-541.47;-544.33;-486.13;-537.79;-519.59;-519.31;-546.56;-555.82;-559.03;-535.94;-555.03;
61;-540.2;-539.02;-550.06;-538.77;-529.8;-524.78;-539.73;-535.81;-542.57;-546.78;-529.13;-528;-545.68;-540.02;-558.63;-553;-545.11;-534.06;-549.33;-547.33;-541.28;-551;-462.9;-543.16;-541.03;-540.96;-539.21;-556.82;-471.22;-542.21;-519.62;-518.08;-529.68;-551.08;-489.67;-526.84;-518.24;-501.01;-526.38;-541.44;-495.13;-509.61;-541.03;-540.96;-539.21;-556.82;-471.22;-542.21;-536.6;-540.76;-543.42;-485.17;-537.25;-518.51;-518.89;-545.81;-554.44;-558.07;-535.28;-554.32;
62;-539.74;-537.98;-549.23;-537.32;-529.18;-523.29;-539.19;-534.8;-541.36;-545.57;-528.46;-526.75;-545.14;-538.94;-557.59;-551.54;-544.74;-532.64;-548.83;-546.74;-540.23;-549.67;-461.27;-542.24;-541.12;-540.25;-538;-555.65;-469.72;-541.04;-518.96;-517.04;-528.22;-549.99;-488.75;-525.34;-518.33;-499.59;-526.13;-540.19;-494.21;-508.48;-541.12;-540.25;-538;-555.65;-469.72;-541.04;-536.56;-540.01;-542.38;-483.6;-536.66;-517.18;-518.27;-544.68;-553.53;-556.78;-534.7;-552.94;
63;-539.87;-537.28;-548.73;-535.99;-528.06;-522.37;-538.94;-534.18;-541.06;-544.53;-527.54;-526.37;-544.72;-538.36;-556.88;-550.2;-544.11;-531.68;-548.54;-545.95;-539.57;-548.58;-458.47;-541.65;-541.16;-540.04;-537.12;-554.73;-467.42;-540.38;-518.5;-516.54;-527.09;-548.91;-487.12;-524.71;-518.45;-498.72;-525.84;-539.32;-492.75;-507.77;-541.16;-540.04;-537.12;-554.73;-467.42;-540.38;-536.48;-539.51;-541.51;-482.6;-536.08;-516.06;-517.85;-543.77;-552.9;-556.53;-533.99;-552.48;
64;-539.99;-536.4;-548.19;-534.24;-527.31;-521.42;-538.65;-533.22;-540.86;-543.23;-526.79;-525.83;-544.17;-537.31;-556.25;-548.58;-543.78;-530.6;-548.16;-545.28;-538.56;-547.16;-456.76;-541.03;-541.37;-539.5;-536.08;-553.27;-465.88;-539.42;-517.95;-515.62;-525.84;-547.32;-486.25;-523.71;-518.54;-497.51;-525.3;-537.77;-491.75;-506.94;-541.37;-539.5;-536.08;-553.27;-465.88;-539.42;-536.27;-538.68;-540.55;-481.06;-535.75;-514.81;-517.31;-542.14;-551.82;-555.07;-533.54;-550.98;
65;-539.99;-535.66;-547.9;-533.25;-526.32;-520.67;-538.69;-532.34;-540.73;-542.61;-526;-525.54;-543.96;-536.56;-555.63;-547.78;-543.4;-529.85;-548.12;-544.91;-537.94;-546.16;-454.34;-540.82;-541.32;-539.17;-535.33;-552.69;-463.67;-539.08;-517.62;-514.91;-524.84;-546.49;-484.83;-523.17;-518.66;-496.13;-524.88;-536.77;-490.5;-506.23;-541.32;-539.17;-535.33;-552.69;-463.67;-539.08;-536.56;-538.14;-539.89;-480.03;-535.2;-514.36;-517.06;-542.22;-551.27;-553.9;-532.71;-551.11;
66;-540.58;-534.54;-547.36;-531.42;-525.44;-519.92;-538.81;-531.09;-539.9;-541.86;-525.29;-525.12;-544.17;-535.52;-552.21;-546.28;-543.03;-528.84;-548.37;-544.07;-537.06;-545.12;-452.67;-540.69;-541.45;-538.66;-534.12;-551.94;-462.12;-538.41;-517.49;-513.99;-523.63;-545.36;-483.95;-522.63;-518.91;-496.3;-523.84;-535.69;-489.62;-505.77;-541.45;-538.66;-534.12;-551.94;-462.12;-538.41;-536.85;-537.19;-538.73;-478.74;-534.83;-513.9;-516.93;-541.06;-550.69;-552.94;-532.21;-550.36;
67;-540.83;-533.79;-547.28;-530.47;-524.07;-519.51;-539.02;-529.96;-539.39;-541.27;-524.16;-524.62;-544.38;-534.77;-550.79;-545.45;-542.4;-528.13;-548.74;-543.41;-536.48;-544.28;-449.96;-540.44;-541.57;-538.12;-533.32;-551.39;-459.95;-537.91;-517.49;-513.45;-522.67;-544.65;-482.45;-522.21;-519.16;-495.71;-523.29;-534.89;-488.08;-505.56;-541.57;-538.12;-533.32;-551.39;-459.95;-537.91;-537.31;-536.53;-538.06;-478.08;-533.87;-513.73;-517.06;-540.72;-549.23;-552.86;-531.29;-550.56;
68;-541.54;-532.63;-546.62;-529.1;-523.04;-519.05;-539.11;-528.38;-538.27;-540.4;-523.45;-523.95;-544.46;-533.31;-550.5;-544.11;-542.19;-527.09;-549.08;-542.65;-535.27;-543.45;-448.46;-540.15;-541.87;-537.08;-532.07;-550.35;-458.49;-537.25;-517.54;-512.7;-521.21;-543.74;-481.28;-521.5;-519.62;-495.71;-522.67;-533.77;-486.95;-505.18;-541.87;-537.08;-532.07;-550.35;-458.49;-537.25;-537.89;-535.53;-537.06;-477.29;-533.41;-513.36;-517.22;-539.3;-547.73;-552.61;-530.59;-549.69;
69;-541.87;-531.59;-546.2;-528.18;-521.79;-518.64;-538.9;-527.04;-537.35;-539.65;-522.41;-523.24;-544.72;-532.18;-550.54;-543.28;-541.69;-526.3;-549.29;-541.86;-534.72;-542.78;-445.95;-539.65;-541.99;-536.12;-531.15;-549.72;-456.45;-536.66;-517.45;-512.11;-520.21;-542.94;-479.82;-521.12;-519.79;-495.71;-521.75;-533.02;-485.49;-504.93;-541.99;-536.12;-531.15;-549.72;-456.45;-536.66;-538.19;-534.78;-536.28;-476.58;-532.62;-512.95;-517.22;-539.64;-547.69;-551.73;-529.68;-549.15;
70;-542.29;-530.47;-545.41;-526.9;-520.96;-517.85;-538.52;-525.29;-536.1;-538.31;-521.57;-522.2;-544.46;-530.47;-550.41;-541.61;-541.19;-525.13;-549.2;-540.61;-533.56;-541.57;-444.33;-538.56;-542.08;-534.99;-529.9;-548.47;-454.86;-535.7;-517.24;-511.61;-518.7;-541.9;-478.78;-520.37;-519.96;-495.38;-520.41;-531.97;-484.49;-504.47;-542.08;-534.99;-529.9;-548.47;-454.86;-535.7;-538.35;-533.87;-534.91;-475.46;-532.24;-512.24;-517.01;-538.89;-545.94;-551.32;-528.93;-548.9;
71;-542.2;-529.68;-544.58;-525.73;-519.67;-517.27;-538.1;-523.95;-535.1;-537.68;-520.53;-521.57;-544.13;-529.3;-550.29;-540.4;-540.44;-524.3;-549.08;-539.73;-532.76;-540.48;-441.78;-537.73;-542.16;-533.95;-528.82;-547.64;-452.86;-534.95;-516.95;-511.32;-517.41;-541.15;-477.24;-519.71;-520.08;-495.04;-519.66;-531.1;-482.86;-504.18;-542.16;-533.95;-528.82;-547.64;-452.86;-534.95;-538.35;-533.33;-533.79;-474.63;-531.45;-511.37;-516.81;-538.64;-545.06;-549.73;-528.06;-547.9;
72;-542.37;-528.68;-543.75;-524.16;-518.68;-516.56;-537.56;-522.83;-533.38;-536.85;-519.82;-520.82;-543.58;-527.59;-550.12;-539.44;-540.02;-523;-548.87;-538.94;-531.59;-539.15;-440.28;-536.73;-542.2;-532.82;-527.44;-546.8;-451.82;-534.12;-516.54;-510.94;-515.87;-539.81;-476.19;-518.87;-520.12;-494;-518.37;-529.64;-481.69;-503.35;-542.2;-532.82;-527.44;-546.8;-451.82;-534.12;-538.14;-532.71;-532.5;-473.59;-530.78;-510.08;-516.47;-537.97;-544.81;-547.94;-527.35;-546.23;
73;-542.41;-527.85;-543.05;-522.99;-517.06;-515.81;-537.19;-522.12;-532.63;-536.22;-518.49;-520.49;-543.2;-526.59;-549.91;-538.52;-539.07;-522.25;-548.79;-538.27;-530.55;-538.15;-438.11;-536.06;-542.08;-532.24;-526.44;-546.22;-450.27;-533.61;-516.24;-510.61;-514.62;-538.86;-474.77;-518.29;-520.12;-493.83;-517.62;-528.72;-479.86;-502.85;-542.08;-532.24;-526.44;-546.22;-450.27;-533.61;-538.1;-532.29;-531.59;-472.85;-529.7;-509.38;-516.14;-537.68;-545.02;-548.23;-526.31;-546.69;
74;-542.58;-527.02;-542.38;-521.29;-516.06;-514.98;-536.98;-521.24;-531.92;-535.01;-517.57;-520.03;-543.16;-525.38;-549.79;-537.23;-538.52;-521.46;-548.83;-537.48;-529.51;-536.9;-436.52;-535.06;-542.03;-531.61;-525.18;-545.84;-449.39;-533.28;-516.03;-510.28;-512.91;-537.77;-473.86;-517.79;-520.29;-493.63;-516.58;-527.09;-478.69;-502.26;-542.03;-531.61;-525.18;-545.84;-449.39;-533.28;-538.27;-531.46;-530.46;-471.77;-529.24;-508.17;-516.05;-536.18;-543.81;-547.94;-525.57;-545.89;
75;-542.87;-526.56;-541.72;-520.05;-514.61;-514.32;-536.98;-520.36;-531.34;-534.18;-516.4;-519.86;-543.33;-524.3;-549.75;-536.27;-537.23;-520.75;-549.29;-536.85;-528.67;-535.64;-434.35;-534.47;-542.12;-531.07;-524.14;-545.63;-447.81;-533.2;-516.12;-510.03;-511.65;-537.06;-472.27;-517.49;-520.37;-493.33;-515.74;-525.96;-477.1;-501.72;-542.12;-531.07;-524.14;-545.63;-447.81;-533.2;-538.6;-530.84;-529.39;-471.23;-528.24;-507.43;-516.14;-535.93;-543.35;-547.85;-524.32;-545.89;
76;-543.33;-525.36;-540.89;-517.89;-513.74;-513.32;-537.69;-518.86;-530.34;-532.76;-515.61;-519.45;-543.71;-523.09;-549.5;-534.73;-536.65;-519.96;-549.87;-536.06;-527.42;-534.14;-432.68;-533.64;-542.16;-530.36;-522.85;-545.3;-446.77;-532.74;-516.16;-509.48;-510.03;-535.85;-471.23;-517.2;-520.87;-492.96;-514.78;-524.25;-476.06;-500.89;-542.16;-530.36;-522.85;-545.3;-446.77;-532.74;-539.23;-529.76;-527.97;-470.23;-527.61;-506.93;-516.39;-536.34;-542.43;-547.15;-523.53;-545.98;
77;-543.75;-524.57;-540.39;-516.52;-512.16;-512.82;-538.23;-518.07;-529.46;-532.09;-514.27;-519.15;-543.88;-522.13;-549.16;-533.93;-535.81;-519.12;-550.25;-535.39;-526.59;-533.1;-430.43;-532.85;-542.28;-529.86;-521.93;-544.97;-445.14;-532.4;-516.24;-509.11;-508.73;-534.68;-469.89;-516.87;-521.04;-492.75;-513.82;-522.92;-474.68;-500.34;-542.28;-529.86;-521.93;-544.97;-445.14;-532.4;-539.61;-529.09;-527.23;-469.44;-526.69;-506.64;-516.51;-535.59;-541.52;-547.19;-522.2;-545.35;
78;-544.21;-523.12;-539.52;-514.48;-510.96;-511.91;-538.81;-517.11;-528.25;-531.26;-513.52;-518.69;-544.04;-520.58;-548.54;-532.77;-535.06;-518.21;-550.58;-534.43;-525.63;-531.68;-428.84;-531.93;-542.41;-528.98;-520.76;-544.59;-444.3;-532.2;-516.29;-508.4;-506.98;-533.39;-468.77;-516.49;-521.42;-492.37;-512.65;-521.21;-473.72;-499.68;-542.41;-528.98;-520.76;-544.59;-444.3;-532.2;-539.98;-527.93;-525.94;-468.2;-526.11;-505.97;-516.76;-534.59;-540.81;-546.31;-521.41;-544.85;
79;-544.42;-522.29;-538.98;-512.82;-509.34;-511.45;-538.69;-515.65;-527.54;-530.55;-512.18;-518.11;-544.04;-519.58;-547.87;-532.14;-533.89;-517.5;-550.54;-533.39;-524.79;-530.72;-425.84;-531.3;-542.45;-528.15;-519.72;-544.17;-443.68;-531.82;-516.12;-507.77;-505.52;-532.22;-467.43;-515.95;-521.58;-492.29;-512.07;-519.96;-472.1;-499.26;-542.45;-528.15;-519.72;-544.17;-443.68;-531.82;-540.06;-526.94;-524.82;-467.45;-524.98;-505.47;-516.6;-533.72;-539.51;-545.98;-520.09;-545.31;
80;-544.46;-520.75;-537.9;-510.62;-508.3;-510.79;-538.56;-514.27;-526.37;-529.71;-511.27;-517.57;-543.67;-517.91;-546.99;-531.05;-533.39;-516.49;-550.37;-532.39;-523.71;-529.3;-423.5;-530.22;-542.37;-526.9;-518.42;-543.76;-443.47;-531.44;-515.7;-506.9;-503.81;-530.8;-466.22;-515.2;-521.58;-492.29;-511.07;-518.16;-470.93;-498.63;-542.37;-526.9;-518.42;-543.76;-443.47;-531.44;-539.81;-525.48;-523.61;-466.04;-524.27;-504.93;-516.18;-532.55;-538.39;-545.48;-519.26;-544.56;
81;-544.29;-519.76;-537.15;-510;-506.43;-510.33;-537.9;-513.18;-525.71;-528.96;-510.31;-516.9;-543.41;-516.66;-546.32;-530.43;-532.35;-515.7;-550.12;-531.39;-522.75;-528.38;-419.99;-529.42;-542.08;-525.94;-517.34;-543.55;-442.8;-531.07;-515.2;-506.15;-502.48;-529.84;-464.64;-514.57;-521.33;-492.12;-510.48;-516.91;-469.05;-498.38;-542.08;-525.94;-517.34;-543.55;-442.8;-531.07;-539.52;-524.45;-522.41;-465.29;-523.31;-504.52;-515.8;-531.84;-538.76;-545.81;-517.84;-544.48;
82;-543.75;-518.1;-536.28;-510.58;-505.35;-509.84;-537.35;-512.14;-524.91;-527.88;-509.64;-516.52;-542.53;-514.99;-545.45;-529.55;-531.76;-514.49;-549.5;-529.72;-521.54;-527.13;-417.7;-528.8;-541.45;-524.52;-516.04;-543.01;-442.26;-530.57;-514.28;-505.27;-500.72;-528.63;-463.59;-513.36;-520.54;-491.54;-509.65;-515.37;-467.59;-497.76;-541.45;-524.52;-516.04;-543.01;-442.26;-530.57;-538.94;-522.91;-521.04;-463.96;-522.6;-503.94;-514.8;-530.88;-537.05;-545.14;-516.89;-544.73;
83;-543.16;-517.27;-535.45;-510.83;-503.48;-509.5;-536.81;-511.64;-524.12;-527.17;-508.51;-516.36;-541.98;-513.78;-544.82;-528.76;-530.47;-513.74;-549.04;-528.63;-520.83;-526.09;-413.44;-528.17;-540.7;-523.56;-515.04;-542.63;-441.17;-530.03;-513.36;-504.56;-499.51;-527.63;-462.09;-512.86;-519.7;-491.16;-509.06;-514.28;-465.67;-497.55;-540.7;-523.56;-515.04;-542.63;-441.17;-530.03;-538.52;-521.83;-520.04;-463.21;-521.56;-503.65;-514.09;-529.88;-537.3;-545.06;-515.35;-544.48;
84;-542.54;-515.73;-534.45;-510.42;-502.2;-509.05;-536.23;-510.72;-523.08;-525.83;-507.88;-516.32;-541.65;-512.28;-543.95;-527.76;-529.43;-512.91;-548.7;-527.05;-519.45;-524.83;-410.23;-527.8;-539.57;-523.01;-513.71;-542.05;-440.13;-529.48;-512.24;-503.56;-497.8;-526.38;-460.84;-512.28;-518.66;-490.45;-508.56;-512.9;-464.21;-496.96;-539.57;-523.01;-513.71;-542.05;-440.13;-529.48;-538.27;-520.46;-518.72;-462.13;-520.85;-503.19;-513.09;-527.96;-536.55;-544.06;-514.52;-543.85;
85;-541.87;-514.94;-533.62;-509.71;-500.41;-508.84;-535.81;-510.39;-522.2;-525.29;-506.76;-516.36;-541.44;-511.28;-542.95;-527.09;-528.59;-512.41;-548.54;-526.17;-518.41;-524.12;-404.3;-527.46;-538.86;-522.64;-512.71;-541.71;-438.38;-529.07;-511.57;-502.98;-496.51;-525.42;-459.21;-512.03;-518.04;-490.08;-508.15;-511.74;-462.04;-496.63;-538.86;-522.64;-512.71;-541.71;-438.38;-529.07;-537.94;-519.34;-517.68;-461.26;-519.56;-502.94;-512.63;-528.5;-535.01;-543.48;-513.11;-543.43;
86;-541.24;-513.95;-532.75;-508.55;-499.21;-508.42;-535.06;-509.01;-521.24;-524.58;-506.01;-516.48;-540.97;-509.61;-541.99;-526.13;-527.55;-511.95;-548.2;-524.88;-517.03;-522.83;-400.63;-526.92;-537.99;-522.39;-511.2;-541;-437.04;-528.48;-510.61;-502.43;-494.76;-524.13;-458.21;-511.9;-517.37;-489.79;-507.56;-510.4;-460.66;-496.13;-537.99;-522.39;-511.2;-541;-437.04;-528.48;-537.39;-518.26;-516.52;-459.93;-518.98;-502.57;-511.92;-527.63;-533.93;-543.48;-512.28;-543.31;
87;-540.74;-513.24;-532.13;-507.59;-497.55;-507.97;-534.18;-508.39;-520.53;-523.99;-504.55;-516.32;-540.43;-508.69;-541.03;-525.38;-526.26;-511.28;-547.62;-524.12;-516.24;-521.91;-395.04;-526.59;-537.03;-522.26;-510.16;-540.54;-434.2;-527.98;-509.82;-502.18;-493.38;-523.29;-456.5;-511.53;-516.58;-489.5;-507.02;-509.4;-458.45;-496;-537.03;-522.26;-510.16;-540.54;-434.2;-527.98;-536.89;-517.47;-515.4;-459.06;-517.89;-502.11;-511.22;-527.92;-533.05;-542.68;-511;-543.31;
88;-539.74;-512.2;-531.09;-505.68;-496.3;-507.51;-533.01;-507.47;-519.4;-522.95;-503.71;-516.52;-539.04;-507.19;-539.77;-524.13;-525.34;-510.36;-546.66;-523.04;-515.03;-520.87;-391.99;-525.96;-535.65;-521.97;-508.78;-539.92;-432.28;-527.35;-508.44;-501.85;-491.63;-522.08;-455.37;-511.4;-515.7;-488.95;-506.27;-507.65;-456.82;-495.63;-535.65;-521.97;-508.78;-539.92;-432.28;-527.35;-535.89;-516.6;-514.32;-457.78;-517.18;-501.74;-509.88;-527.5;-532.22;-542.22;-510.08;-542.18;
