PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
369;0.32;0.82;-0.58;1.08;0.76;1.26;0.58;-2.16;0.18;1.18;1.24;0.92;0.16;0.68;0.26;0.92;1.26;0.92;0.4;1.1;0.58;1.16;1;-1.58;0.58;0.6;0.42;2.5;1.6;0.66;0.26;0.92;0.42;0.92;0.16;0.66;0.24;0.16;-0.08;0.84;0.18;0.92;0.58;0.6;0.42;2.5;1.6;0.66;0.42;1;0.5;0.76;0.82;0.58;0.42;-0.76;0.24;1.82;1.74;0.74;
370;1.26;0.84;3.14;1.66;0.58;1.48;0.42;2.58;0.58;1.5;0.76;0.74;0.92;1.24;0.42;1.16;0.66;1.34;0.76;1.5;0.42;1.76;0.42;-1.18;1;1.16;0.42;1.84;0.9;1.26;0.82;1.32;0.66;1.5;0;1.26;0.5;0.42;-0.08;1;-0.18;6.26;1;1.16;0.42;1.84;0.9;1.26;0.66;1.32;0.42;1.16;0.5;0.84;0.84;1.58;0.84;0.5;0.76;0.76;
371;0.42;0.66;-0.98;0.58;0.5;1.42;0.34;0.58;1.08;-0.84;1.16;0.5;0.34;0.68;0.24;1;1.58;0.82;0.26;1;0;0.82;0.92;-3.16;0.42;0.76;0.18;0.34;1.26;0.66;0.34;0.84;0.5;0.92;-0.24;0.5;0.5;0.26;0;0.92;-0.5;0.24;0.42;0.76;0.18;0.34;1.26;0.66;0.68;0.84;0.4;0.82;0.76;0.82;0.66;1.42;0.5;1.42;1.4;-0.66;
372;0.66;0.74;0.32;1.58;0.4;1.42;0.5;2.42;0.84;0.5;0.6;0.34;0.42;1.24;0.26;1.5;0.84;1.18;0.32;1.42;-0.08;1.76;0.58;-2.1;0.84;1.24;0.4;0.84;0.76;0.92;0.76;1.34;0.58;1.32;-0.18;0.84;0.6;0.24;0.08;1.26;0.18;-0.82;0.84;1.24;0.4;0.84;0.76;0.92;0.42;0.82;0.68;1.34;0.42;1;0.66;0;-0.92;0.68;1.16;2.24;
373;0.66;0.58;0.5;0.74;0.58;0.82;0.5;-0.5;-0.26;1.42;1.24;-0.34;0.5;0.68;0.24;1.08;1.34;1.08;0.68;1.16;0;1.08;1;0.42;0.74;0.68;0.26;1.08;1.32;0.76;0.5;0.66;0.42;1.1;0;0.58;0.16;0.34;-0.42;0.82;-0.18;-0.26;0.74;0.68;0.26;1.08;1.32;0.76;0.82;0.58;0.32;0.74;0.42;0.74;0.76;0.18;0.6;0.66;1.42;0.42;
374;1.02;1;0.34;1.42;0.5;1.58;0.42;-0.5;-0.92;-0.42;0.84;-0.16;0.42;1;0.18;0.92;0.74;1.16;0.4;1.18;0;1.6;0.84;-7.18;0.58;1.16;0.08;-0.84;0.92;0.9;0.66;1.42;0.34;1.32;-0.08;0.74;0.58;0.66;-0.42;1.18;-0.16;-0.24;0.58;1.16;0.08;-0.84;0.92;0.9;0.6;0.68;0.58;1.5;0.66;1;0.42;1.5;0.58;-0.5;1;0.58;
375;0.16;0.76;1.08;1;0.84;0.74;0.34;2;-0.08;0.18;1.34;1.08;0.34;0.84;0.08;1;1.34;0.68;0.34;1;-0.08;1.24;0.66;-1;0.68;0.5;0;0.34;1.18;0.84;0.34;0.92;0.42;1.18;0.42;0.6;0.5;0.26;-0.08;0.84;-0.08;0;0.68;0.5;0;0.34;1.18;0.84;0.4;0.82;0.34;0.98;0.68;0.66;0.84;-0.68;1.66;0.58;1.32;2.26;
376;1.16;0.82;-1.26;1.16;0.42;1.66;0.24;-1.74;-0.34;0.82;0.84;0.84;0.76;1;0.08;1.18;0.66;1.16;0.76;1.5;0;1.34;0.76;7.94;0.66;1.34;0.26;1.76;0.66;0.92;0.66;1.08;0.5;1.16;0.08;0.92;0.26;0.58;-0.84;0.9;0;0.24;0.66;1.34;0.26;1.76;0.66;0.92;0.76;0.92;0.24;1.18;0.66;1.18;0.82;2.92;0.84;1.42;0.92;0.66;
377;0.5;0.42;0.76;1.08;0.66;0.92;0.16;2.92;-0.16;1.1;1.5;-1.5;0.34;0.74;0.34;0.74;1.42;0.84;0.16;0.92;0;1;0.74;10.76;0.34;0.74;0.08;-0.1;1.26;0.66;0.34;1;0.16;1;-0.16;0.58;0.16;0.16;-0.24;1;0;0.42;0.34;0.74;0.08;-0.1;1.26;0.66;0.34;0.66;0.26;0.98;0.66;0.66;0.5;-0.5;-1.26;0;1.4;-0.08;
378;0.68;1;-0.5;0.9;0.5;1.42;0.26;0.84;-0.08;1;0.66;2.08;0.16;1;0.32;1.26;0.84;1.26;0.42;1.24;0.24;1.84;0.26;10.02;0.58;1.02;0;2.34;0.82;0.92;0.58;1.26;0.34;1.34;-0.26;1;0.42;0.76;-0.84;1.02;0.08;0.84;0.58;1.02;0;2.34;0.82;0.92;0.5;0.42;0.32;1.18;0.5;1.08;0.68;-0.32;0.26;0.58;0.92;0.84;
379;0.32;0.82;-0.5;0.92;0.74;0.9;0.5;-0.26;-0.08;-0.58;1.84;0.58;0.68;0.76;0.18;0.58;1.34;0.66;0.5;1.1;0.08;1.08;0.92;3.08;0.84;0.82;0.16;-0.24;1.02;0.84;0.42;0.84;0.16;1;-0.24;0.58;0.24;0.5;-0.84;0.66;0.16;0.66;0.84;0.82;0.16;-0.24;1.02;0.84;0.5;-0.08;0.1;0.82;0.84;0.82;0.74;1;-0.26;0.6;1.58;1.66;
380;1.1;0.66;0.08;1.16;0.42;1.08;0.16;1.42;-0.18;2.58;0.58;0.42;0.34;1.16;0.24;1.42;1;1.34;0.5;0.92;0.18;1.6;0.24;6.44;0.32;1;-0.08;1.24;0.74;1.08;0.66;1.24;0.26;1.16;-0.26;0.92;0.76;0.92;-0.92;1.42;-0.24;0.92;0.32;1;-0.08;1.24;0.74;1.08;0.58;1.4;0.32;1.32;0.66;1;0.68;0.32;0.76;2.5;0.84;-0.34;
381;0.5;0.5;0.34;1.16;0.92;1.08;0.34;-0.08;0.1;0.58;0.76;0.84;0.26;0.58;0.08;0.84;1.24;0.58;0.34;1.24;0.5;1.08;0.92;0.66;0.6;0.68;0.08;2;1.26;0.76;0.58;0.84;0.24;1;0.18;0.58;0;0.16;-0.74;0.74;1.58;0.66;0.6;0.68;0.08;2;1.26;0.76;0.34;0.92;0.08;0.76;0.5;0.66;0.4;1.5;-0.18;-2.84;1.56;1.34;
382;0.58;0.68;0.32;1.5;0.16;1;0.42;0.24;0.16;1.18;0.66;-0.42;0.5;1.26;0.26;1.32;1.02;1.08;0.5;1.18;0.24;1.58;0.58;-2.58;0.66;1.08;0.16;-0.5;0.74;0.66;0.5;1.34;0.34;1.42;0.24;0.58;0.16;0.76;-0.76;1.18;2.76;0.58;0.66;1.08;0.16;-0.5;0.74;0.66;0.58;1.24;0.66;1.32;0.6;0.92;0.68;0.84;-0.16;2.24;0.76;1.68;
383;0.5;0.66;0.68;0.84;0.74;0.66;0.24;-2.16;0.34;1.74;1.26;2.08;0.24;0.92;0.16;0.84;1.24;0.76;0.16;0.74;0;1.42;0.58;0.92;0.42;0.76;-0.08;0.18;1.18;0.5;0.26;0.82;0.24;1;-0.08;0.42;0.26;0.58;-0.74;0.58;4.08;0.42;0.42;0.76;-0.08;0.18;1.18;0.5;0.58;0.66;0.18;0.76;0.58;0.34;0.5;0.08;-0.24;0.42;1.58;-1.18;
384;0.5;1.16;0.48;1.32;0.26;0.84;0.18;4.26;1.24;0.08;0.74;0;0.34;1.24;0.42;1.08;0.66;0.82;0.16;1.18;0.34;1.5;0.6;-6.52;0.58;1.08;0.18;0.82;0.82;0.84;0.34;1.34;0.5;1.34;0;0.26;0.34;0.58;-0.5;1.5;2.42;0.84;0.58;1.08;0.18;0.82;0.82;0.84;0.42;1.08;0.42;1.32;0.5;0.9;0.5;1.08;1.4;3.68;0.9;0.42;
385;0.34;0.5;0.76;0.82;0.5;0.66;0.5;-2.84;-1.58;0.84;1.08;-0.58;0.18;0.68;0.16;0.68;1.68;0.42;0.42;0.82;0.24;1;0.4;1.16;0.34;0.74;0.24;0.34;1;0.34;0.32;0.92;0.34;0.84;0.34;0.16;0.08;0.34;-0.68;0.58;3;0.26;0.34;0.74;0.24;0.34;1;0.34;0.42;0.58;0.4;0.66;1.08;0.42;0.08;0.18;-0.82;-1.42;1.5;0.16;
386;0.32;0.58;5.56;1.26;0.24;0.58;0.08;4.84;-0.34;1.42;0.6;-0.16;0.42;1;0.42;1.08;0.92;0.92;0.18;1.26;-0.5;1.42;0.42;12.36;0.42;1;0.18;1.18;0.84;0.42;0.26;1.42;0.68;1.34;0.16;0.34;0.16;0.5;-0.66;0.68;1.68;0.32;0.42;1;0.18;1.18;0.84;0.42;0.24;1.08;0.42;1.08;0.08;0.34;0.66;1.24;-0.34;0.84;1;0.6;
387;0.26;0.42;-0.66;0.58;0;0.5;0.34;0.84;-0.16;-0.16;1.32;0.92;-0.26;1.08;0.08;0.58;1.24;0.34;0;0.66;0.1;1.08;0.5;1.76;0.24;0.52;0.08;0.82;1.18;0.32;0.24;0.74;0.24;0.82;-0.16;0.24;-0.08;0.5;-0.34;0.66;2.08;0.34;0.24;0.52;0.08;0.82;1.18;0.32;0.1;0.42;0.34;0.5;0.92;0.24;0.26;0;1.16;0.32;1.5;-0.18;
388;0.74;0.66;-0.34;0.82;0.08;0.66;0.16;0.74;-0.16;0.82;0.92;0.24;0.84;1.18;0.6;0.84;0.92;0.58;0.5;1.18;0;1.26;0.42;-3.1;0.34;1.08;0;0.76;0.92;0.26;0.34;0.84;0.66;0.84;0;0.26;-0.16;0.58;-0.5;0.5;1.18;0.16;0.34;1.08;0;0.76;0.92;0.26;0.4;1.08;0.5;0.92;0.5;0.42;0.16;1.84;-0.4;0;0.9;0.18;
389;-0.24;6.98;-0.08;0.5;0.08;0.26;-0.16;2;0;0.92;0.68;-0.32;-0.34;0.66;0.24;0.34;1.5;0.26;-0.1;0.92;0;0.84;0.58;-5.42;-0.08;0.84;0.24;0.74;1.24;0.16;0;1.26;0.1;0.5;0.08;0.16;0.16;0.42;-0.42;0.34;1.82;0.08;-0.08;0.84;0.24;0.74;1.24;0.16;0.18;0.34;0.48;0.58;0.76;0.32;0.1;0.66;1.32;-0.66;1.58;1.9;
390;0.24;0.66;0.08;0.92;0.08;0.58;0;-0.16;0.24;0.6;0.74;-1.84;0.18;1.34;0.26;0.58;0.92;0.4;0;1;0.32;1.08;0.34;-7.68;0.08;0.74;0.08;0.42;0.84;0.34;0.08;1.24;0.5;0.84;-0.18;0.26;-0.26;0.5;-0.4;0.5;0.76;0;0.08;0.74;0.08;0.42;0.84;0.34;0.16;0.9;0.42;0.5;0.42;0.18;-0.1;1;0.26;2.76;1;-0.24;
391;0.18;-1;0.26;0.5;0.34;0.16;0;3.5;-0.16;-0.5;1;2.58;0.16;0.74;0.42;0.42;1.5;0.26;0;0.82;0.18;0.92;0.76;-3.58;0.08;0.92;0.26;0.34;1.34;-0.08;0;0.76;0.4;0.66;0.1;0.16;0;0.58;-0.34;0.24;0.84;-0.08;0.08;0.92;0.26;0.34;1.34;-0.08;0.08;0.58;0.42;0.4;0.66;0.16;0.34;3.52;0.34;-0.5;1.66;0.08;
392;0.08;2.16;0.32;0.66;0.42;0.34;0.08;-1.08;-0.18;1;0.6;-1.58;-0.16;1.08;0.08;0.24;0.84;0.24;0;0.92;0.24;0.74;0.58;-5.84;0.08;0.66;0;0.5;0.74;0;0.08;1.16;0.42;0.34;0.08;0.58;-0.32;0.66;-0.34;0.5;0.16;0.26;0.08;0.66;0;0.5;0.74;0;0.26;0.84;0.5;0.42;0.58;0;0.26;0.32;2;-0.52;1;1.5;
393;0.16;-0.84;6.14;0.24;0.66;0;-0.08;3.6;0.18;-0.26;0.66;-1.34;0;0.6;0.42;0.26;0.84;0.1;0.1;1.1;0.18;0.68;0.5;1.08;0.18;0.92;0.34;0.26;1.26;0.08;0.08;0.84;0.34;0.66;-0.26;0.76;-0.18;0.76;-0.34;0.18;0.42;-0.34;0.18;0.92;0.34;0.26;1.26;0.08;-0.18;0.66;0.32;0.5;0.76;-0.08;-0.18;0.08;-1.76;0.18;1.66;1.58;
394;0.34;-0.9;0.68;0.58;0.42;0.4;0;0.16;0.5;-0.08;0.58;1.08;0.16;1.16;0.16;0.16;0.92;0.16;0.24;0.74;0.16;0.92;0.5;8;0.08;1.1;0.16;0.32;1.08;-0.16;0;1.16;0.66;0.42;0;3.58;-0.16;0.58;0.18;0.24;0.16;-0.34;0.08;1.1;0.16;0.32;1.08;-0.16;0.26;0.76;0.6;0.16;0.42;-0.08;0.18;-0.74;0;0.58;0.74;-0.66;
395;0.08;-0.26;-1.34;0.18;0.74;0.5;0.08;-0.68;0.32;-0.58;1.26;0.18;-0.08;0.84;0.34;0.42;1.42;0;-0.24;0.76;0.34;0.74;0.76;-3.74;0.16;0.4;0.08;0.34;1.08;0;0.18;0.42;0.18;0.5;0.18;0.16;-0.08;0.42;0.16;0;-0.16;0;0.16;0.4;0.08;0.34;1.08;0;0;0.32;0.4;0.42;0.9;0.08;0.16;0.66;1.42;-0.58;1.24;1.66;
396;0.08;-0.9;-0.66;0.58;0.42;0.18;0;-0.58;0.26;0.16;0.42;-0.42;-0.08;-0.26;0.58;0.5;0.74;0;0.16;0.08;0.24;0.76;0.32;3.08;0;0.1;0.42;0.58;0.84;0.08;-0.18;-0.5;0.58;0.34;0.32;-1;-0.18;-1.76;0.58;0.18;-0.26;0;0;0.1;0.42;0.58;0.84;0.08;-0.08;-0.92;0.5;0.5;0.52;0.16;0.16;0.34;1.16;0.34;1.18;-0.66;
397;0.18;-0.42;2.16;0.24;0.66;0.24;0.16;-2.34;0.16;-0.16;1.16;1.42;0.08;-0.74;0.5;0.42;1.18;0.16;-0.08;-1.08;0.42;0.5;0.58;1.76;0.16;-0.6;0.08;0.42;1.18;0;0.1;-1.24;0.42;0.42;0.18;-0.58;-0.24;-1.58;0.18;0.16;-0.24;-0.24;0.16;-0.6;0.08;0.42;1.18;0;0.24;-1.48;0.34;0.16;0.66;0;0;1.26;1.18;0;1.32;-1.66;
398;0.08;-0.76;-0.5;0.5;0.58;-0.08;0.16;0.92;0.42;0.32;1.18;-0.92;0;-1.34;0.08;0.42;1.16;0.08;0;-0.84;0.42;0.5;0.68;1;-0.24;-0.74;0.34;0.34;0.82;-0.08;-0.1;-1.76;0.5;0.42;0.32;-0.92;0;-1.84;0.24;0;-0.26;-0.08;-0.24;-0.74;0.34;0.34;0.82;-0.08;-0.16;-1.84;0.5;0.1;0.42;0.08;0.08;-0.18;-0.68;0;0.74;-0.92;
399;0.16;-0.32;0.82;0.26;0.58;0.5;0;-4.16;0.5;-0.24;1.16;0.42;0.08;-0.76;0.16;0.16;1;0.18;0.08;-0.34;0.34;0.92;0.58;-6.1;0.24;-0.68;-0.16;0.16;0.84;0.16;-0.08;-0.66;0.42;0.08;-0.08;-0.42;-0.16;-0.9;0.18;0.08;-0.58;-0.34;0.24;-0.68;-0.16;0.16;0.84;0.16;0.24;-0.66;0.32;0.48;0.82;0;0.26;-0.42;0;0.4;1.42;0.08;
400;-0.08;-0.58;0.68;0.16;0.34;0.08;0;-0.6;0.5;-0.42;0.66;-1;0;-0.74;0.6;0.26;1.34;0.16;0.24;-0.66;0.16;0.42;0.42;0.92;0.26;-0.9;0.5;0.58;0.66;-0.16;0.08;-1.1;0.32;0.58;0;-0.74;-0.1;-0.84;0;0.18;-0.5;0;0.26;-0.9;0.5;0.58;0.66;-0.16;0.1;-1.16;0.5;0.34;0.34;0.08;-0.16;-2;0.6;-1;1;0.42;
401;0.08;-0.34;-0.08;0.24;0.58;0.24;0.1;0.68;0.08;-1.42;0.68;1.32;-0.08;-0.5;0.32;0.58;0.24;-0.16;-0.24;-0.18;0.16;0.42;-0.08;2.08;0.26;-0.18;-0.1;0.42;0.68;0.16;0;-0.74;0;0.08;-0.42;-0.5;-0.24;-0.68;-0.1;-0.1;-1.58;-0.16;0.26;-0.18;-0.1;0.42;0.68;0.16;-0.1;-0.66;0.42;0.16;0.34;0.1;0.08;0;0;0.6;0.74;0.5;
402;0.26;-0.58;0.58;0.18;-0.16;0;-0.1;-1.34;0.34;-0.08;0;1;0;-0.42;0.08;0;-0.82;0.16;0;-0.4;0;0.92;-1.08;5.18;-0.18;-0.84;0.34;0.26;-0.68;-0.26;0.1;-0.58;0.26;0.5;-1.32;-0.5;-0.16;-0.9;-0.16;0.34;-2.26;0;-0.18;-0.84;0.34;0.26;-0.68;-0.26;0.26;-1;0.34;0.1;-0.76;-0.1;-0.08;-1;-1.18;1.4;-0.5;-1.5;
403;-0.08;-0.42;-0.18;0.16;-0.84;0.18;0;0;0.26;-0.42;-0.68;-2;0;-0.84;0.18;0.32;-1.92;0.18;0.08;-0.26;0.08;0.16;-0.76;0.68;0.18;-0.32;0;1.16;-1.16;0.1;-0.18;-0.6;0.24;0.08;-2.26;-0.42;-0.26;-0.42;-0.34;-0.16;-2.92;-0.26;0.18;-0.32;0;1.16;-1.16;0.1;-0.16;-0.58;0.16;0.24;-1.42;-0.16;0.24;-0.82;1.08;-2.08;-1.32;-0.76;
404;0.16;-0.32;0.18;0.34;-0.5;0.16;-0.4;-1.84;0.4;0.76;-0.32;0.58;-0.34;-0.5;0.32;0.26;-1;0.24;-0.34;-0.5;-0.5;0.74;0;2.32;-0.26;-0.42;0.34;0.26;-0.5;-0.1;-0.16;-0.58;0.26;0.42;-1.16;-0.26;-0.24;-0.6;-0.16;0.08;-1.42;-0.24;-0.26;-0.42;0.34;0.26;-0.5;-0.1;-0.18;-0.66;0.42;0.16;-0.58;0;-0.16;-1.02;1.18;-0.34;-0.66;0.18;
405;-0.08;-0.34;-0.42;-0.1;-0.5;0;0;-2.16;-0.08;-0.6;-0.34;-0.08;0.26;-0.42;0.34;0.16;-0.92;0.26;0.1;-0.24;-0.08;0.5;0.58;15.62;0;-0.58;-0.08;0.08;-0.66;0;0;-0.24;0.08;0;-1.76;-0.16;0;-0.5;-0.16;-0.16;-1.08;-0.34;0;-0.58;-0.08;0.08;-0.66;0;0.08;-0.92;0.16;0.08;-0.84;0;0.08;-0.16;-0.26;2.34;-0.84;0.58;
406;0.16;-0.42;-0.34;0.42;-0.32;0.42;0;1.74;-0.08;1.42;0.16;0.26;-0.1;-0.16;-0.08;0.84;-0.42;0.08;0.08;0.08;-0.42;0.68;0.18;5.08;-0.08;-0.5;0;0.16;-0.18;0.1;-0.08;-0.42;0.08;0.5;-1.34;-0.16;-0.18;-0.24;-0.34;0;-0.5;-0.34;-0.08;-0.5;0;0.16;-0.18;0.1;0;-0.58;0.24;0;-0.32;0.08;0.08;0.16;0.5;-1;-0.24;0.24;
407;0;-0.32;-0.32;0.26;0;0;-0.1;-1.16;0.08;-0.16;0.26;-2.26;-0.16;-0.34;0.08;0.42;-0.5;0.08;-0.26;0;-0.16;0.16;0.66;4.02;0.08;-0.1;0;-0.42;-0.24;-0.18;-0.18;-0.26;0;0.08;-1.42;-0.34;-0.32;-0.42;-0.08;0.16;-0.5;-0.16;0.08;-0.1;0;-0.42;-0.24;-0.18;0.1;-0.5;0.42;0.34;-0.42;-0.08;-0.08;-1.82;0.68;0.08;-0.42;-0.66;
408;0.08;0;-0.26;0.08;-0.18;0.08;0.18;1.58;0.18;0.08;-0.08;-0.34;0;0.26;0.26;0.66;-0.34;-0.16;0;0.08;-0.42;0.68;0.24;12.6;0;-0.16;0;0.34;-0.18;0.08;0.34;0.1;0.34;0.42;-1;-0.34;-0.18;-0.34;-0.34;0;-0.84;-0.58;0;-0.16;0;0.34;-0.18;0.08;0;-0.32;0.08;0.26;-0.34;0;-0.08;1.74;-0.68;0.1;-0.42;-1.16;
409;0.08;-0.18;0;0.16;-0.24;0.16;-0.18;2.1;0.24;-0.42;0.82;0.5;0;0.08;0.32;0.26;-0.16;0.16;-0.16;0;-0.42;0.5;0.26;0.58;0;-0.34;-0.1;-0.16;-0.32;0;-0.42;0;0;0.26;-1;-0.32;-0.08;0;-0.24;0;-0.66;-0.08;0;-0.34;-0.1;-0.16;-0.32;0;0.08;-0.1;0.08;0.08;-0.32;-0.08;0.16;-2.32;-0.32;0.4;-0.24;1;
410;0.1;-0.08;0.16;0.26;-0.16;-0.08;-0.08;-2.52;0.34;1.34;-0.08;-0.82;-0.16;0;0;0.58;-0.08;-0.08;0;0.08;-0.32;0.74;0.08;-4.42;0.08;-0.08;0.18;-0.1;-0.18;-0.24;-0.08;-0.18;-0.08;0.42;-0.74;-0.08;-0.58;-0.24;-0.5;0.16;-0.42;-0.42;0.08;-0.08;0.18;-0.1;-0.18;-0.24;-0.26;-0.58;0.34;0.16;-0.34;-0.16;0.08;0.32;0.32;0.76;-0.34;-0.5;
411;0.08;-0.16;0.1;0.32;-0.26;0;0.18;-0.08;0.34;-2.16;0.08;0;0;-0.08;0.18;0.16;-0.18;-0.08;0;0;-0.42;0.34;0.16;4;0.08;0.08;-0.08;0;0;0.08;0.08;0;0.24;0.24;-0.92;-0.5;0.24;-0.34;-0.5;0;0;-0.26;0.08;0.08;-0.08;0;0;0.08;0.18;-0.24;0.26;0.08;-0.34;0.08;-0.08;0.5;-1.32;-0.58;-0.24;-0.42;
412;0.24;-0.16;0.24;0.18;-0.08;0;0.08;-1.84;0.58;0.4;-0.32;0.08;0.08;-0.18;-0.08;-0.58;-0.16;0;-0.08;0.16;-0.42;0.66;0;3.76;0.26;-0.5;-0.1;-0.24;0.34;-0.34;0;-0.32;-0.16;0.34;-0.5;-0.18;-0.24;-0.84;-0.6;-0.08;0.5;-0.32;0.26;-0.5;-0.1;-0.24;0.34;-0.34;0.08;-0.5;0;0.26;-0.08;-0.08;0.16;-2;0.16;-0.5;0;0.5;
413;0.1;-0.18;0.16;0.08;0;0.34;0.08;1.6;0.58;0.92;-0.08;-0.42;0;0.1;0;-0.42;0.74;0.08;-0.18;-0.32;-0.42;0.26;0.76;-6.34;-0.16;-0.16;-0.24;0.08;0.16;0;0.08;0;0.08;0.34;-0.42;-0.24;0;0.1;-0.5;0.08;1.66;-0.42;-0.16;-0.16;-0.24;0.08;0.16;0;-0.08;-0.42;0.32;0;0.08;0;-0.16;-1.08;0.08;-0.18;0.24;-0.58;
414;0.08;-0.24;0.34;-0.26;-0.08;-0.1;0;-1.5;0.58;-1.5;-0.18;-0.84;0.08;0.16;0.32;-0.42;0.42;0;0.18;0.08;-0.42;0.5;1;6.26;0.16;-0.26;-0.16;0.16;0.26;0.18;-0.08;-0.26;0.08;0.4;-0.42;-0.34;-0.34;-0.42;-0.5;-0.08;1.1;-0.34;0.16;-0.26;-0.16;0.16;0.26;0.18;0.08;-0.58;0.08;0.16;0.26;-0.18;0.42;-0.34;0.26;0.34;0.16;0;
415;-0.08;-0.08;0.16;0.18;-0.26;-0.08;-0.08;-0.92;0.18;1.34;0.08;0.6;-0.26;-0.08;-0.08;-0.16;0.5;-0.08;-0.18;-0.08;-0.34;0.42;0.68;8.68;0.16;-0.16;0.16;0.18;0.58;-0.26;0;0;0.08;0;-0.16;-0.34;0.16;-0.26;-1;-0.08;0.82;-0.16;0.16;-0.16;0.16;0.18;0.58;-0.26;0;-0.08;0.18;0.16;0.16;-0.08;-0.08;1.26;-0.6;0.42;0.42;-0.92;
416;0.24;-0.26;0.42;0;-0.08;-0.16;-0.18;0.32;-0.1;-0.34;0.1;-0.5;-0.32;-0.34;-0.08;0;0.1;0.16;-0.24;0.16;-0.08;0.42;0.5;-1.34;-0.24;-0.16;-0.16;-0.42;0.16;-0.24;-0.08;-0.16;-0.24;0.26;0;-0.24;-0.5;-0.58;-0.42;-0.08;0.34;-0.42;-0.24;-0.16;-0.16;-0.42;0.16;-0.24;0.08;-0.42;0;-0.16;0;0;0.08;-2.34;1.42;-2;0.16;0.42;
417;0;-0.16;0.92;0.16;-0.16;0.24;-0.08;0.68;-0.16;-5.26;0.16;-1.34;0.16;0.16;-0.08;0;0.82;-0.08;0;-0.08;-0.24;0.4;0.9;1.18;0;0;-0.34;0.08;0.34;-0.1;-0.24;-0.1;-0.08;0.24;-0.26;-0.18;-0.24;0.16;-0.5;-0.08;0.26;-0.5;0;0;-0.34;0.08;0.34;-0.1;-0.34;-0.42;0;0.16;0.26;-0.08;-0.16;1.34;-0.58;0.92;0.34;-0.5;
418;0;-0.08;4.48;0;-0.24;-0.24;-0.24;-0.08;0.16;6.76;-0.16;0.92;-0.08;0.1;0;-0.16;0;-0.18;-0.08;-0.08;-0.34;0.52;0.26;6.08;0.08;-0.26;0;0.26;0.16;-0.16;0.24;-0.4;-0.34;0.26;-0.08;-0.5;-0.42;-0.5;-0.32;-0.1;-0.34;-0.18;0.08;-0.26;0;0.26;0.16;-0.16;0.34;-0.4;0;0;-0.18;-0.16;0;-1.84;-0.92;-1.76;0.34;0.24;
419;0.08;-0.08;-0.34;-0.08;-0.1;0.16;-0.08;-0.1;0.1;-0.32;0.24;0.16;-0.18;-0.34;-0.08;-0.34;0.34;0;-0.18;0;-0.08;0.32;0.42;-6.84;-0.16;-0.24;-0.16;-0.34;0.5;-0.24;-0.34;-0.1;0.08;0;-0.08;-0.24;0;-0.42;-0.42;0;-0.16;-0.24;-0.16;-0.24;-0.16;-0.34;0.5;-0.24;-0.08;-0.34;0.08;0.08;0;-0.08;-0.1;-0.58;-0.32;0.58;0.16;0.26;
420;0.08;-0.08;1;0;-0.08;-0.08;0.08;-2.66;0.24;0.58;0;-1.34;0.1;0;0.16;-0.08;0.34;-0.24;-0.08;-0.08;-0.08;0.58;0.42;-10.68;-0.1;-0.26;-0.1;0.16;-0.24;0;0;-0.08;-0.08;0.42;-0.18;-0.42;-0.16;-0.4;0.24;-0.08;0.24;-0.26;-0.1;-0.26;-0.1;0.16;-0.24;0;-0.08;-0.32;-0.08;0.08;-0.16;-0.18;0.18;0.42;1.9;-1.42;0;-1;
421;0.18;-0.1;-0.82;0;-0.24;0;0.08;1;0;-0.42;0.34;-0.84;0;0;0;0.08;0.16;0.08;0.08;-0.1;-0.26;0.26;0.42;1.34;0.18;-0.16;-0.24;0.18;0.24;0;0.1;-0.24;-0.08;0;-0.32;-0.42;-0.1;-0.26;-0.58;0.08;0.08;-0.42;0.18;-0.16;-0.24;0.18;0.24;0;0.24;-0.34;0.16;0;0;0;0;-1.26;-0.66;1.42;0.16;0.32;
